INSTRUMENTO|CLASS_NAME|FUND_NAME|GROUP_NAME|GROUP_CODE|SERIE_GROUP|SERIE_RANGE|LOCAL_SHAREHOLDER_GROUP|FOREIGN_CUSTOMERS|PHYSICAL_PERSONS|MORAL_PERSONS|MORAL_EXEMPT_SHAREHOLDERS|MORAL_TAXABLE_SHAREHOLDERS|PHYSICAL_EXEMPT_SHAREHOLDERS|PHYSICAL_TAXABLE_SHAREHOLDERS|ISR|BUY|SELL|MIN_FIRST_BUY|MIN_SUBSEQUENT_BUY|MIN_INVESTMENT|MAX_INVESTMENT|INSTRUMENT_OID|FUND_SHARE_OID|FUND_SERIE_OID|FUND_OID|QUALIFIER|SOURCE_CODE|NAME|MARKET_TYPE|IS_DEFAULT|INSTRUMENT_SHORT_NAME|INSTRUMENT_OID_1|DATE_|BID|AVERAGE|OFFER|ACTUALIZED|QUALIFIER_1
ACTPT10-C|C|ACTPT10|Gestión de Inversión|C|C|0|1|1|1|1|1|1|1|1|0|1|1||0|||514355|500335|500223|500069||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|ACTPT10-C|514355|2020-04-30 00.00.00.000000000|5.938573|5.938573|5.938573|1|
ACTPT10-FF|FF|ACTPT10|Fondo de Fondos|FF|FF|0|1|0|0|1|0|1|0|0|0|1|1||0|||514356|500336|500224|500069||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|ACTPT10-FF|514356|2020-04-30 00.00.00.000000000|6.264173|6.264173|6.264173|1|
ACTPT10-E|E|ACTPT10|Exentas|E|E|0|1|1|1|1|1|0|1|0|1|1|1||0|||514357|500337|500225|500069||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|ACTPT10-E|514357|2020-04-30 00.00.00.000000000|5.184861|5.184861|5.184861|1|
ACTPT10-B-2|B-2|ACTPT10|PF, Fideicomisos, Distribuidores|B|B|1|1|1|1|0|0|0|1|1|0|1|1|0.01|0|100000|999999.99|514358|500340|500226|500069||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|ACTPT10-B-2|514358|2020-04-30 00.00.00.000000000|3.69724|3.69724|3.69724|1|
ACTPT10-B-1|B-1|ACTPT10|PF, Fideicomisos, Distribuidores|B|B|1|1|1|1|0|0|0|1|1|0|1|1|0.01|0|0|99999.99|514359|500338|500226|500069||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|ACTPT10-B-1|514359|2020-04-30 00.00.00.000000000|4.699757|4.699757|4.699757|1|
ACTPT10-B-3|B-3|ACTPT10|PF, Fideicomisos, Distribuidores|B|B|1|1|1|1|0|0|0|1|1|0|1|1|0.01|0|1000000||514360|500339|500226|500069||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|ACTPT10-B-3|514360|2020-04-30 00.00.00.000000000|5.348987|5.348987|5.348987|1|
ACTPT10-M-2|M-2|ACTPT10|PM, Fideicomisos, Distribuidoras|M|M|1|1|1|0|1|1|1|0|0|0|1|1|10000|0|1000000|2999999.99|514361|500342|500227|500069||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|ACTPT10-M-2|514361|2020-04-30 00.00.00.000000000|3.163815|3.163815|3.163815|1|
ACTPT10-M-1|M-1|ACTPT10|PM, Fideicomisos, Distribuidoras|M|M|1|1|1|0|1|1|1|0|0|0|1|1|10000|0|0|999999.99|514362|500343|500227|500069||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|ACTPT10-M-1|514362|2020-04-30 00.00.00.000000000|7.832513|7.832513|7.832513|1|
ACTPT10-M-3|M-3|ACTPT10|PM, Fideicomisos, Distribuidoras|M|M|1|1|1|0|1|1|1|0|0|0|1|1|10000|0|3000000||514363|500341|500227|500069||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|ACTPT10-M-3|514363|2020-04-30 00.00.00.000000000|8.481923|8.481923|8.481923|1|
ACTPT10-A|A|ACTPT10|SERIE DE CAPITAL INICIAL|A|A|0|1|0|0|1|0|1|0|0|1|0|0||0|||514364|500344|500228|500069||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|ACTPT10-A|514364|2020-04-30 00.00.00.000000000|10.353077|10.353077|10.353077|1|
ACTIG+-CE|CE|ACTIG+|PM No Contribuyentes|CE|CE|0|1|1|0|1|1|0|0|0|0|1|1||0|||514384|500364|500242|500072||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|ACTIG+-CE|514384|2020-04-30 00.00.00.000000000|9.753722|9.753722|9.753722|1|
ACTIG+-E|E|ACTIG+|Exentas|E|E|0|1|1|1|1|1|0|1|0|0|1|1||0|||514385|500365|500243|500072||Oper|Oper|PRICE_TYPE_NONSENSE|1|ACTIG+-E|514385|2020-04-30 00.00.00.000000000|1.327362|1.327362|1.327362|1|
ACTIG+-M|M|ACTIG+|PM, Fideicomisos, Distribuidoras|M|M|0|1|1|0|1|1|1|0|0|1|1|1||0|||514386|500366|500244|500072||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|ACTIG+-M|514386|2020-04-30 00.00.00.000000000|2.19159|2.19159|2.19159|1|
AGOB+-M-1|M-1|AGOB+|PM, Fideicomisos, Distribuidoras|MG|MG|1|1|1|0|1|1|1|0|0|0|0|0|0.01|0|0|999999.99|514493|500475|500334|500088||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|AGOB+-M-1|514493|2020-04-30 00.00.00.000000000|7.555095|7.555095|7.555095|1|
AGOB+-G|G|AGOB+|PM, Fideicomisos, Distribuidoras|MG|MG|1|1|1|0|1|1|1|0|0|0|0|0|0.01|0|150000000||514494|500473|500334|500088||Oper|Oper|PRICE_TYPE_NONSENSE|1|AGOB+-G|514494|2020-04-30 00.00.00.000000000|9.038964|9.038964|9.038964|1|
AGOB+-M-3|M-3|AGOB+|PM, Fideicomisos, Distribuidoras|MG|MG|1|1|1|0|1|1|1|0|0|0|0|0|0.01|0|3000000|149999999.99|514495|500474|500334|500088||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|AGOB+-M-3|514495|2020-04-30 00.00.00.000000000|8.958545|8.958545|8.958545|1|
AGOB+-B-3|B-3|AGOB+|PF, Fideicomisos, Distribuidores|B|B|1|1|1|1|0|0|0|1|1|0|0|0|0.01|0|1000000||514496|500476|500335|500088||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|AGOB+-B-3|514496|2020-04-30 00.00.00.000000000|2.310607|2.310607|2.310607|1|
AGOB+-B-2|B-2|AGOB+|PF, Fideicomisos, Distribuidores|B|B|1|1|1|1|0|0|0|1|1|0|0|0|0.01|0|100000|999999.99|514497|500477|500335|500088||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|AGOB+-B-2|514497|2020-04-30 00.00.00.000000000|2.85515|2.85515|2.85515|1|
AGOB+-B-1|B-1|AGOB+|PF, Fideicomisos, Distribuidores|B|B|1|1|1|1|0|0|0|1|1|0|0|0|0.01|0|0|99999.99|514498|500478|500335|500088||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|AGOB+-B-1|514498|2020-04-30 00.00.00.000000000|10.07194|10.07194|10.07194|1|
ACTINMO-FF|FF|ACTINMO|Fondo de Fondos|FF|FF|0|1|0|0|1|0|1|0|0|0|1|1||0|||514432|500412|500281|500079||Oper|Oper|PRICE_TYPE_NONSENSE|1|ACTINMO-FF|514432|2020-04-30 00.00.00.000000000|10.905951|10.905951|10.905951|1|
ACTINMO-A|A|ACTINMO|SERIE DE CAPITAL INICIAL|A|A|0|1|0|0|1|0|1|0|0|1|0|0||0|||514433|500413|500282|500079||Oper|Oper|PRICE_TYPE_NONSENSE|1|ACTINMO-A|514433|2020-04-30 00.00.00.000000000|1.514335|1.514335|1.514335|1|
ACTINMO-I|I|ACTINMO|PF, PM, Fideicomisos, PPR|BI|BI|1|1|1|1|1|1|1|1|1|0|1|1|0.01|0|100000000||514434|500414|500283|500079||Oper|Oper|PRICE_TYPE_NONSENSE|1|ACTINMO-I|514434|2020-04-30 00.00.00.000000000|3.674209|3.674209|3.674209|1|
ACTINMO-B|B|ACTINMO|PF, PM, Fideicomisos, PPR|BI|BI|1|1|1|1|1|1|1|1|1|0|1|1|0.01|0|0|99999999.99|514435|500415|500283|500079||Oper|Oper|PRICE_TYPE_NONSENSE|1|ACTINMO-B|514435|2020-04-30 00.00.00.000000000|1.139853|1.139853|1.139853|1|
ACTINMO-D|D|ACTINMO|DISTRIBUIDORAS|D|D|0|1|0|1|1|1|1|1|1|0|1|1||0|||514436|500416|500284|500079||Oper|Oper|PRICE_TYPE_NONSENSE|1|ACTINMO-D|514436|2020-04-30 00.00.00.000000000|10.841474|10.841474|10.841474|1|
AGOB+-M-2|M-2|AGOB+|PM, Fideicomisos, Distribuidoras|MG|MG|1|1|1|0|1|1|1|0|0|0|0|0|0.01|0|1000000|2999999.99|514492|500472|500334|500088||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|AGOB+-M-2|514492|2020-04-30 00.00.00.000000000|8.295805|8.295805|8.295805|1|
AGOB+-GE|GE|AGOB+|Exentas|EGE|EGE|1|1|1|1|1|1|0|1|0|1|0|0|0.01|0|150000000||514499|500480|500336|500088||Oper|Oper|PRICE_TYPE_NONSENSE|1|AGOB+-GE|514499|2020-04-30 00.00.00.000000000|4.247092|4.247092|4.247092|1|
AGOB+-E|E|AGOB+|Exentas|EGE|EGE|1|1|1|1|1|1|0|1|0|1|0|0|0.01|0|0|149999999.99|514500|500479|500336|500088||Oper|Oper|PRICE_TYPE_NONSENSE|1|AGOB+-E|514500|2020-04-30 00.00.00.000000000|1.96262|1.96262|1.96262|1|
AGOB+-A|A|AGOB+|SERIE DE CAPITAL INICIAL|A|A|0|1|0|0|1|0|1|0|0|1|0|0||0|||514501|500481|500337|500088||Oper|Oper|PRICE_TYPE_NONSENSE|1|AGOB+-A|514501|2020-04-30 00.00.00.000000000|8.736493|8.736493|8.736493|1|
REGIO1-A|A|REGIO1|SERIE DE CAPITAL INICIAL|A|A|0|1|0|0|1|0|1|0|0|1|0|0||0|||514510|500490|500342|500090||Oper|Oper|PRICE_TYPE_NONSENSE|1|REGIO1-A|514510|2020-04-30 00.00.00.000000000|4.098612|4.098612|4.098612|1|
REGIO1-B5|B5|REGIO1|PF, Fideicomisos, Distribuidores|B|B|1|1|1|1|1|1|1|1|1|0|1|1|10000|0|1000000|2999999.99|514511|500496|500343|500090||Oper|Oper|PRICE_TYPE_NONSENSE|1|REGIO1-B5|514511|2020-04-30 00.00.00.000000000|8.535097|8.535097|8.535097|1|
REGIO1-B4|B4|REGIO1|PF, Fideicomisos, Distribuidores|B|B|1|1|1|1|1|1|1|1|1|0|1|1|10000|0|500000|999999.99|514512|500493|500343|500090||Oper|Oper|PRICE_TYPE_NONSENSE|1|REGIO1-B4|514512|2020-04-30 00.00.00.000000000|1.149923|1.149923|1.149923|1|
REGIO1-B3|B3|REGIO1|PF, Fideicomisos, Distribuidores|B|B|1|1|1|1|1|1|1|1|1|0|1|1|10000|0|100000|499999.99|514513|500494|500343|500090||Oper|Oper|PRICE_TYPE_NONSENSE|1|REGIO1-B3|514513|2020-04-30 00.00.00.000000000|7.911214|7.911214|7.911214|1|
REGIO1-B1|B1|REGIO1|PF, Fideicomisos, Distribuidores|B|B|1|1|1|1|1|1|1|1|1|0|1|1|10000|0|0|49999.99|514514|500491|500343|500090||Oper|Oper|PRICE_TYPE_NONSENSE|1|REGIO1-B1|514514|2020-04-30 00.00.00.000000000|7.154335|7.154335|7.154335|1|
APOLO10-M-1|M-1|APOLO10|PM, Fideicomisos, Distribuidoras|M|M|1|1|0|0|1|1|1|0|0|0|1|1|0.01|999999.99|0|999999.99|514503|500485|500339|500089||Oper|Oper|PRICE_TYPE_NONSENSE|1|APOLO10-M-1|514503|2020-04-30 00.00.00.000000000|8.519538|8.519538|8.519538|1|
APOLO10-M-2|M-2|APOLO10|PM, Fideicomisos, Distribuidoras|M|M|1|1|0|0|1|1|1|0|0|0|1|1|0.01|2999999|1000000|2999999.99|514504|500484|500339|500089||Oper|Oper|PRICE_TYPE_NONSENSE|1|APOLO10-M-2|514504|2020-04-30 00.00.00.000000000|3.981612|3.981612|3.981612|1|
APOLO10-M-3|M-3|APOLO10|PM, Fideicomisos, Distribuidoras|M|M|1|1|0|0|1|1|1|0|0|0|1|1|0.01|0|3000000||514505|500483|500339|500089||Oper|Oper|PRICE_TYPE_NONSENSE|1|APOLO10-M-3|514505|2020-04-30 00.00.00.000000000|10.5825|10.5825|10.5825|1|
APOLO10-B-1|B-1|APOLO10|PF, Fideicomisos, Distribuidores|B|B|1|1|0|1|0|0|0|1|1|0|1|1|0.01|0|0|99999.99|514506|500488|500340|500089||Oper|Oper|PRICE_TYPE_NONSENSE|1|APOLO10-B-1|514506|2020-04-30 00.00.00.000000000|9.958402|9.958402|9.958402|1|
APOLO10-B-2|B-2|APOLO10|PF, Fideicomisos, Distribuidores|B|B|1|1|0|1|0|0|0|1|1|0|1|1|0.01|0|100000|999999.99|514507|500486|500340|500089||Oper|Oper|PRICE_TYPE_NONSENSE|1|APOLO10-B-2|514507|2020-04-30 00.00.00.000000000|1.216452|1.216452|1.216452|1|
ROBOTIK-B-1|B-1|ROBOTIK|PF, Fideicomisos, Distribuidores|B|B|1|1|1|1|0|0|0|1|1|0|1|1|10000|0|0|99999.99|514480|500461|500326|500087||Oper|Oper|PRICE_TYPE_NONSENSE|1|ROBOTIK-B-1|514480|2020-04-30 00.00.00.000000000|4.067889|4.067889|4.067889|1|
ROBOTIK-B-2|B-2|ROBOTIK|PF, Fideicomisos, Distribuidores|B|B|1|1|1|1|0|0|0|1|1|0|1|1|10000|0|100000|999999.99|514481|500462|500326|500087||Oper|Oper|PRICE_TYPE_NONSENSE|1|ROBOTIK-B-2|514481|2020-04-30 00.00.00.000000000|8.549918|8.549918|8.549918|1|
ROBOTIK-B-3|B-3|ROBOTIK|PF, Fideicomisos, Distribuidores|B|B|1|1|1|1|0|0|0|1|1|0|1|1|10000|0|1000000||514482|500460|500326|500087||Oper|Oper|PRICE_TYPE_NONSENSE|1|ROBOTIK-B-3|514482|2020-04-30 00.00.00.000000000|1.101769|1.101769|1.101769|1|
ROBOTIK-E|E|ROBOTIK|Exentas|E|E|0|1|1|1|1|1|0|1|0|1|1|1||0|||514483|500463|500327|500087||Oper|Oper|PRICE_TYPE_NONSENSE|1|ROBOTIK-E|514483|2020-04-30 00.00.00.000000000|7.591146|7.591146|7.591146|1|
ROBOTIK-M-3|M-3|ROBOTIK|PM, Fideicomisos, Distribuidoras|M|M|1|1|1|0|1|1|1|0|0|0|1|1|10000|0|3000000||514484|500466|500328|500087||Oper|Oper|PRICE_TYPE_NONSENSE|1|ROBOTIK-M-3|514484|2020-04-30 00.00.00.000000000|7.843562|7.843562|7.843562|1|
ROBOTIK-M-1|M-1|ROBOTIK|PM, Fideicomisos, Distribuidoras|M|M|1|1|1|0|1|1|1|0|0|0|1|1|10000|0|0|999999.99|514485|500464|500328|500087||Oper|Oper|PRICE_TYPE_NONSENSE|1|ROBOTIK-M-1|514485|2020-04-30 00.00.00.000000000|3.379952|3.379952|3.379952|1|
ROBOTIK-M-2|M-2|ROBOTIK|PM, Fideicomisos, Distribuidoras|M|M|1|1|1|0|1|1|1|0|0|0|1|1|10000|0|1000000|2999999.99|514486|500465|500328|500087||Oper|Oper|PRICE_TYPE_NONSENSE|1|ROBOTIK-M-2|514486|2020-04-30 00.00.00.000000000|4.785792|4.785792|4.785792|1|
ROBOTIK-A|A|ROBOTIK|SERIE DE CAPITAL INICIAL|A|A|0|1|0|0|1|0|1|0|0|1|0|0||0|||514487|500467|500329|500087||Oper|Oper|PRICE_TYPE_NONSENSE|1|ROBOTIK-A|514487|2020-04-30 00.00.00.000000000|3.031422|3.031422|3.031422|1|
ROBOTIK-FF|FF|ROBOTIK|FONDO DE FONDOS|FF|FF|0|1|0|0|1|0|1|0|0|0|1|1||0|||514488|500468|500330|500087||Oper|Oper|PRICE_TYPE_NONSENSE|1|ROBOTIK-FF|514488|2020-04-30 00.00.00.000000000|8.117816|8.117816|8.117816|1|
APOLO10-A|A|APOLO10|SERIE DE CAPITAL INICIAL|A|A|0|1|0|0|1|0|1|0|0|1|0|0||0|||514502|500482|500338|500089||Oper|Oper|PRICE_TYPE_NONSENSE|1|APOLO10-A|514502|2020-04-30 00.00.00.000000000|8.196031|8.196031|8.196031|1|
APOLO10-B-3|B-3|APOLO10|PF, Fideicomisos, Distribuidores|B|B|1|1|0|1|0|0|0|1|1|0|1|1|0.01|0|1000000||514508|500487|500340|500089||Oper|Oper|PRICE_TYPE_NONSENSE|1|APOLO10-B-3|514508|2020-04-30 00.00.00.000000000|3.347138|3.347138|3.347138|1|
APOLO10-E|E|APOLO10|Exentas|E|E|0|1|1|1|1|1|0|1|0|1|1|1||0|||514509|500489|500341|500089||Oper|Oper|PRICE_TYPE_NONSENSE|1|APOLO10-E|514509|2020-04-30 00.00.00.000000000|7.408094|7.408094|7.408094|1|
EVEREST-D|D|EVEREST|DISTRIBUIDORAS|D|D|0|1|0|1|1|1|1|1|1|0|1|1||0|||514524|500504|500350|500092||Oper|Oper|PRICE_TYPE_NONSENSE|1|EVEREST-D|514524|2020-04-30 00.00.00.000000000|9.204179|9.204179|9.204179|1|
EVEREST-E|E|EVEREST|Exentas|E|E|0|1|1|1|1|1|0|1|0|1|1|1||0|||514525|500505|500351|500092||Oper|Oper|PRICE_TYPE_NONSENSE|1|EVEREST-E|514525|2020-04-30 00.00.00.000000000|5.130144|5.130144|5.130144|1|
EVEREST-A|A|EVEREST|SERIE DE CAPITAL INICIAL|A|A|0|1|0|0|1|0|1|0|0|1|0|0||0|||514526|500506|500352|500092||Oper|Oper|PRICE_TYPE_NONSENSE|1|EVEREST-A|514526|2020-04-30 00.00.00.000000000|6.604982|6.604982|6.604982|1|
REGIO1-B2|B2|REGIO1|PF, Fideicomisos, Distribuidores|B|B|1|1|1|1|1|1|1|1|1|0|1|1|10000|0|50000|99999.99|514515|500492|500343|500090||Oper|Oper|PRICE_TYPE_NONSENSE|1|REGIO1-B2|514515|2020-04-30 00.00.00.000000000|6.405602|6.405602|6.405602|1|
REGIO1-B6|B6|REGIO1|PF, Fideicomisos, Distribuidores|B|B|1|1|1|1|1|1|1|1|1|0|1|1|10000|0|3000000||514516|500495|500343|500090||Oper|Oper|PRICE_TYPE_NONSENSE|1|REGIO1-B6|514516|2020-04-30 00.00.00.000000000|3.861766|3.861766|3.861766|1|
REGIO1-C|C|REGIO1|Gestión de Inversión|C|C|0|1|1|1|1|1|1|1|1|0|1|1||0|||514517|500497|500344|500090||Oper|Oper|PRICE_TYPE_NONSENSE|1|REGIO1-C|514517|2020-04-30 00.00.00.000000000|5.656021|5.656021|5.656021|1|
REGIO1-E|E|REGIO1|Exentas|E|E|0|1|1|1|1|1|0|1|0|1|1|1||0|||514518|500498|500345|500090||Oper|Oper|PRICE_TYPE_NONSENSE|1|REGIO1-E|514518|2020-04-30 00.00.00.000000000|4.788589|4.788589|4.788589|1|
ACTIPT4-M|M|ACTIPT4|PM, Fideicomisos, Distribuidoras|M|M|0|1|1|0|1|1|1|0|0|0|1|1||0|||514556|500536|500372|500096||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|ACTIPT4-M|514556|2020-04-30 00.00.00.000000000|8.713869|8.713869|8.713869|1|
ACTIPT4-FF|FF|ACTIPT4|Fondo de Fondos|FF|FF|0|1|0|0|1|0|1|0|0|0|1|1||0|||514557|500537|500373|500096||Oper|Oper|PRICE_TYPE_NONSENSE|1|ACTIPT4-FF|514557|2020-04-30 00.00.00.000000000|1.975334|1.975334|1.975334|1|
ACTIPT4-B-2|B-2|ACTIPT4|PF, Fideicomisos, Distribuidores|B|B|1|1|1|1|0|0|0|1|1|0|1|1|100000|0|0|999999.99|514558|500540|500374|500096||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|ACTIPT4-B-2|514558|2020-04-30 00.00.00.000000000|3.847602|3.847602|3.847602|1|
ACTIPT4-B-1|B-1|ACTIPT4|PF, Fideicomisos, Distribuidores|B|B|1|1|1|1|0|0|0|1|1|0|1|1|100000|0|45000000||514559|500539|500374|500096||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|ACTIPT4-B-1|514559|2020-04-30 00.00.00.000000000|2.901522|2.901522|2.901522|1|
ACTIPT4-B-3|B-3|ACTIPT4|PF, Fideicomisos, Distribuidores|B|B|1|1|1|1|0|0|0|1|1|0|1|1|100000|0|1000000|44999999.99|514560|500538|500374|500096||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|ACTIPT4-B-3|514560|2020-04-30 00.00.00.000000000|6.414552|6.414552|6.414552|1|
ACTIPT4-E|E|ACTIPT4|Exentas|E|E|0|1|1|1|1|1|0|1|0|1|1|1||0|||514561|500541|500375|500096||Oper|Oper|PRICE_TYPE_NONSENSE|1|ACTIPT4-E|514561|2020-04-30 00.00.00.000000000|6.065368|6.065368|6.065368|1|
ACTIPT4-C|C|ACTIPT4|Gestión de Inversión|C|C|0|1|1|1|1|1|1|1|1|0|1|1||0|||514562|500542|500376|500096||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|ACTIPT4-C|514562|2020-04-30 00.00.00.000000000|2.360384|2.360384|2.360384|1|
ACTIPT4-A|A|ACTIPT4|SERIE DE CAPITAL INICIAL|A|A|0|1|0|0|1|0|1|0|0|1|0|0||0|||514563|500543|500377|500096||Oper|Oper|PRICE_TYPE_NONSENSE|1|ACTIPT4-A|514563|2020-04-30 00.00.00.000000000|8.634144|8.634144|8.634144|1|
PROTEGE-E|E|PROTEGE|Exentas|E|E|0|1|1|1|1|1|0|1|0|1|1|1||0|||514640|500620|500424|500105||Oper|Oper|PRICE_TYPE_NONSENSE|1|PROTEGE-E|514640|2020-04-30 00.00.00.000000000|7.651221|7.651221|7.651221|1|
PROTEGE-M|M|PROTEGE|PM, Fideicomisos, Distribuidoras|M|M|0|1|1|0|1|1|1|0|0|0|1|1||0|||514641|500621|500425|500105||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|PROTEGE-M|514641|2020-04-30 00.00.00.000000000|10.962645|10.962645|10.962645|1|
PROTEGE-A|A|PROTEGE|SERIE DE CAPITAL INICIAL|A|A|0|1|0|0|1|0|1|0|0|1|0|0||0|||514642|500622|500426|500105||Oper|Oper|PRICE_TYPE_NONSENSE|1|PROTEGE-A|514642|2020-04-30 00.00.00.000000000|6.28788|6.28788|6.28788|1|
PROTEGE-C|C|PROTEGE|Gestión de Inversión|C|C|0|1|1|1|1|1|1|1|1|0|1|1||0|||514643|500623|500427|500105||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|PROTEGE-C|514643|2020-04-30 00.00.00.000000000|2.72287|2.72287|2.72287|1|
PROTEGE-B|B|PROTEGE|PF, Fideicomisos, Distribuidores|B|B|0|1|1|1|0|0|0|1|1|0|1|1||0|||514644|500624|500428|500105||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|PROTEGE-B|514644|2020-04-30 00.00.00.000000000|1.89596|1.89596|1.89596|1|
VTLS-RF-M-2|M-2|VTLS-RF|PM, Fideicomisos, Distribuidoras|M|M|1|1|1|0|1|1|1|0|0|0|1|1|10000|0|20000000|49999999.99|514676|500655|500445|500109||Oper|Oper|PRICE_TYPE_NONSENSE|1|VTLS-RF-M-2|514676|2020-04-30 00.00.00.000000000|4.856706|4.856706|4.856706|1|
VTLS-RV-A|A|VTLS-RV|SERIE DE CAPITAL INICIAL|A|A|0|1|0|0|1|0|1|0|0|1|0|0||0|||514677|500657|500446|500110||Oper|Oper|PRICE_TYPE_NONSENSE|1|VTLS-RV-A|514677|2020-04-30 00.00.00.000000000|8.388749|8.388749|8.388749|1|
VTLS-RV-B-2|B-2|VTLS-RV|PF, Fideicomisos, Distribuidores|B|B|1|1|1|1|0|0|0|1|1|0|1|1|10000|0|20000000|49999999.99|514678|500660|500447|500110||Oper|Oper|PRICE_TYPE_NONSENSE|1|VTLS-RV-B-2|514678|2020-04-30 00.00.00.000000000|1.140879|1.140879|1.140879|1|
ALTERNA-B|B|ALTERNA|PF, Fideicomisos, Distribuidores|B|B|0|1|1|1|0|0|0|1|1|0|1|1||0|||514330|500310|500198|500065||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|ALTERNA-B|514330|2020-04-30 00.00.00.000000000|6.691444|6.691444|6.691444|1|
ALTERNA-CE|CE|ALTERNA|PM No Contribuyentes|CE|CE|0|1|1|0|1|1|0|0|0|1|1|1||0|||514331|500311|500199|500065||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|ALTERNA-CE|514331|2020-04-30 00.00.00.000000000|6.744109|6.744109|6.744109|1|
ALTERNA-E|E|ALTERNA|Exentas|E|E|0|1|1|1|1|1|0|1|0|1|1|1||0|||514332|500312|500200|500065||Oper|Oper|PRICE_TYPE_NONSENSE|1|ALTERNA-E|514332|2020-04-30 00.00.00.000000000|8.295053|8.295053|8.295053|1|
ALTERNA-C|C|ALTERNA|Gestión de Inversión|C|C|0|1|1|1|1|1|1|1|1|0|1|1||0|||514333|500313|500201|500065||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|ALTERNA-C|514333|2020-04-30 00.00.00.000000000|4.662332|4.662332|4.662332|1|
ALTERNA-FF|FF|ALTERNA|Fondo de Fondos|FF|FF|0|1|0|0|1|0|1|0|0|0|1|1||0|||514334|500314|500202|500065||Oper|Oper|PRICE_TYPE_NONSENSE|1|ALTERNA-FF|514334|2020-04-30 00.00.00.000000000|7.724962|7.724962|7.724962|1|
ALTERNA-M|M|ALTERNA|PM, Fideicomisos, Distribuidoras|M|M|0|1|1|0|1|1|1|0|0|0|1|1||0|||514335|500315|500203|500065||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|ALTERNA-M|514335|2020-04-30 00.00.00.000000000|1.431953|1.431953|1.431953|1|
ALTERNA-A|A|ALTERNA|SERIE DE CAPITAL INICIAL|A|A|0|1|0|0|1|0|1|0|0|1|0|0||0|||514336|500316|500204|500065||Oper|Oper|PRICE_TYPE_NONSENSE|1|ALTERNA-A|514336|2020-04-30 00.00.00.000000000|10.412715|10.412715|10.412715|1|
ACTI500-B|B|ACTI500|PF, Fideicomisos, Distribuidores|B|B|0|1|1|1|0|0|0|1|1|0|1|1||0|||514396|500376|500253|500074||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|ACTI500-B|514396|2020-04-30 00.00.00.000000000|8.766912|8.766912|8.766912|1|
ACTI500-A|A|ACTI500|SERIE DE CAPITAL INICIAL|A|A|0|1|0|0|1|0|1|0|0|1|0|0||0|||514397|500377|500254|500074||Oper|Oper|PRICE_TYPE_NONSENSE|1|ACTI500-A|514397|2020-04-30 00.00.00.000000000|1.439724|1.439724|1.439724|1|
ACTI500-FF|FF|ACTI500|Fondo de Fondos|FF|FF|0|1|0|0|1|1|1|0|0|0|1|1||0|||514398|500378|500255|500074||Oper|Oper|PRICE_TYPE_NONSENSE|1|ACTI500-FF|514398|2020-04-30 00.00.00.000000000|8.521108|8.521108|8.521108|1|
ACTI500-E|E|ACTI500|Exentas|E|E|0|1|1|1|1|1|0|1|0|1|1|1||0|||514399|500379|500256|500074||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|ACTI500-E|514399|2020-04-30 00.00.00.000000000|2.982469|2.982469|2.982469|1|
ACTI500-C|C|ACTI500|Gestión de Inversión|C|C|0|1|1|1|1|1|1|1|1|0|1|1||0|||514400|500380|500257|500074||Fondo|Fondo|PRICE_TYPE_NONSENSE|1|ACTI500-C|514400|2020-04-30 00.00.00.000000000|2.268971|2.268971|2.268971|1|
